,year,country,expectancy,dtp3,continent
613,1985,Ecuador,69.9,41.0,Americas
614,1986,Ecuador,70.2,44.0,Americas
615,1987,Ecuador,69.0,51.0,Americas
616,1988,Ecuador,70.9,54.0,Americas
617,1989,Ecuador,71.2,55.0,Americas
618,1990,Ecuador,71.4,68.0,Americas
619,1991,Ecuador,71.6,59.0,Americas
620,1992,Ecuador,72.0,87.0,Americas
621,1993,Ecuador,72.1,85.0,Americas
622,1994,Ecuador,72.6,84.0,Americas
623,1995,Ecuador,72.8,83.0,Americas
624,1996,Ecuador,73.1,82.0,Americas
625,1997,Ecuador,73.5,81.0,Americas
626,1998,Ecuador,73.7,85.0,Americas
627,1999,Ecuador,74.0,80.0,Americas
628,2000,Ecuador,74.3,88.0,Americas
629,2001,Ecuador,74.6,90.0,Americas
630,2002,Ecuador,74.8,89.0,Americas
631,2003,Ecuador,75.1,89.0,Americas
632,2004,Ecuador,75.3,90.0,Americas
633,2005,Ecuador,75.6,94.0,Americas
634,2006,Ecuador,75.8,98.0,Americas
635,2007,Ecuador,76.0,99.0,Americas
636,2008,Ecuador,76.3,99.0,Americas
637,2009,Ecuador,76.5,99.0,Americas
638,2010,Ecuador,76.7,99.0,Americas
639,2011,Ecuador,77.0,99.0,Americas
640,1980,Egypt,58.8,57.0,Africa
641,1981,Egypt,59.2,57.0,Africa
642,1982,Egypt,59.8,57.0,Africa
643,1983,Egypt,60.4,57.0,Africa
644,1984,Egypt,61.2,69.0,Africa
645,1985,Egypt,61.1,84.0,Africa
646,1986,Egypt,61.9,80.0,Africa
647,1987,Egypt,62.3,81.0,Africa
648,1988,Egypt,64.0,87.0,Africa
649,1989,Egypt,64.7,90.0,Africa
650,1990,Egypt,65.3,87.0,Africa
651,1991,Egypt,65.5,76.0,Africa
652,1992,Egypt,66.2,79.0,Africa
653,1993,Egypt,66.7,81.0,Africa
654,1994,Egypt,67.0,83.0,Africa
655,1995,Egypt,67.7,88.0,Africa
656,1996,Egypt,68.1,90.0,Africa
657,1997,Egypt,68.4,88.0,Africa
658,1998,Egypt,69.0,92.0,Africa
659,1999,Egypt,69.4,97.0,Africa
660,2000,Egypt,69.9,98.0,Africa
661,2001,Egypt,69.7,99.0,Africa
662,2002,Egypt,69.8,97.0,Africa
663,2003,Egypt,69.9,98.0,Africa
664,2004,Egypt,70.1,97.0,Africa
665,2005,Egypt,70.3,98.0,Africa
666,2006,Egypt,70.3,98.0,Africa
667,2007,Egypt,70.5,98.0,Africa
668,2008,Egypt,70.5,97.0,Africa
669,2009,Egypt,70.4,97.0,Africa
670,2010,Egypt,70.5,97.0,Africa
671,2011,Egypt,70.9,96.0,Africa
672,1980,El Salvador,64.8,44.0,Americas
673,1981,El Salvador,58.7,42.0,Americas
674,1982,El Salvador,62.4,42.0,Americas
675,1983,El Salvador,61.1,21.0,Americas
676,1984,El Salvador,63.0,31.0,Americas
677,1985,El Salvador,64.6,55.0,Americas
678,1986,El Salvador,64.6,50.0,Americas
679,1987,El Salvador,66.1,53.0,Americas
680,1988,El Salvador,67.4,63.0,Americas
681,1989,El Salvador,65.9,64.0,Americas
682,1990,El Salvador,68.2,80.0,Americas
683,1991,El Salvador,68.5,61.0,Americas
684,1992,El Salvador,69.2,60.0,Americas
685,1993,El Salvador,69.5,79.0,Americas
686,1994,El Salvador,69.8,90.0,Americas
687,1995,El Salvador,70.3,99.0,Americas
688,1996,El Salvador,70.6,96.0,Americas
689,1997,El Salvador,71.1,97.0,Americas
690,1998,El Salvador,71.3,99.0,Americas
691,1999,El Salvador,71.9,94.0,Americas
692,2000,El Salvador,72.2,99.0,Americas
693,2001,El Salvador,71.9,92.0,Americas
694,2002,El Salvador,72.7,81.0,Americas
695,2003,El Salvador,72.8,94.0,Americas
696,2004,El Salvador,72.9,90.0,Americas
697,2005,El Salvador,73.1,89.0,Americas
698,2006,El Salvador,73.3,96.0,Americas
699,2007,El Salvador,73.5,99.0,Americas
700,2008,El Salvador,73.8,98.0,Americas
701,2009,El Salvador,73.8,91.0,Americas
702,2010,El Salvador,74.1,92.0,Americas
703,2011,El Salvador,74.3,89.0,Americas
704,1980,Finland,73.5,92.0,Europe
705,1981,Finland,73.9,92.0,Europe
706,1982,Finland,74.2,94.0,Europe
707,1983,Finland,74.4,94.0,Europe
708,1984,Finland,74.5,95.0,Europe
709,1985,Finland,74.5,96.0,Europe
710,1986,Finland,74.6,97.0,Europe
711,1987,Finland,74.7,98.0,Europe
712,1988,Finland,74.7,99.0,Europe
713,1989,Finland,74.8,90.0,Europe
714,1990,Finland,75.0,90.0,Europe
715,1991,Finland,75.3,95.0,Europe
716,1992,Finland,75.6,99.0,Europe
717,1993,Finland,76.0,99.0,Europe
718,1994,Finland,76.3,99.0,Europe
719,1995,Finland,76.6,99.0,Europe
720,1996,Finland,76.8,99.0,Europe
721,1997,Finland,77.0,99.0,Europe
722,1998,Finland,77.2,99.0,Europe
723,1999,Finland,77.4,99.0,Europe
724,2000,Finland,77.7,99.0,Europe
725,2001,Finland,78.1,98.0,Europe
726,2002,Finland,78.3,98.0,Europe
727,2003,Finland,78.5,98.0,Europe
728,2004,Finland,78.7,98.0,Europe
729,2005,Finland,78.9,97.0,Europe
730,2006,Finland,79.1,97.0,Europe
731,2007,Finland,79.3,99.0,Europe
732,2008,Finland,79.6,99.0,Europe
733,2009,Finland,79.8,99.0,Europe
734,2010,Finland,80.0,99.0,Europe
735,2011,Finland,80.3,99.0,Europe
736,1980,France,74.6,79.0,Europe
737,1981,France,74.8,79.0,Europe
738,1982,France,75.0,85.0,Europe
739,1983,France,75.3,90.0,Europe
740,1984,France,75.6,94.0,Europe
741,1985,France,75.8,95.0,Europe
742,1986,France,76.1,96.0,Europe
743,1987,France,76.4,88.0,Europe
744,1988,France,76.7,79.0,Europe
745,1989,France,76.9,95.0,Europe
746,1990,France,77.2,94.0,Europe
747,1991,France,77.3,94.0,Europe
748,1992,France,77.6,94.0,Europe
749,1993,France,77.7,94.0,Europe
750,1994,France,77.9,96.0,Europe
751,1995,France,78.1,96.0,Europe
752,1996,France,78.3,97.0,Europe
753,1997,France,78.6,97.0,Europe
754,1998,France,78.7,96.0,Europe
755,1999,France,78.9,97.0,Europe
756,2000,France,79.1,97.0,Europe
757,2001,France,79.3,97.0,Europe
758,2002,France,79.5,97.0,Europe
759,2003,France,79.7,97.0,Europe
760,2004,France,80.1,98.0,Europe
761,2005,France,80.3,98.0,Europe
762,2006,France,80.6,99.0,Europe
763,2007,France,80.8,98.0,Europe
764,2008,France,81.0,98.0,Europe
765,2009,France,81.2,98.0,Europe
766,2010,France,81.4,99.0,Europe
767,2011,France,81.7,99.0,Europe
768,1980,Gambia,58.7,63.0,Africa
769,1981,Gambia,56.8,76.0,Africa
770,1982,Gambia,59.5,80.0,Africa
771,1983,Gambia,59.8,62.0,Africa
772,1984,Gambia,60.1,70.0,Africa
773,1985,Gambia,60.4,78.0,Africa
774,1986,Gambia,60.6,73.0,Africa
775,1987,Gambia,60.9,85.0,Africa
776,1988,Gambia,61.1,82.0,Africa
777,1989,Gambia,61.3,87.0,Africa
778,1990,Gambia,61.6,92.0,Africa
779,1991,Gambia,61.8,85.0,Africa
780,1992,Gambia,62.0,85.0,Africa
781,1993,Gambia,62.3,90.0,Africa
782,1994,Gambia,62.5,93.0,Africa
783,1995,Gambia,62.7,96.0,Africa
784,1996,Gambia,62.9,96.0,Africa
785,1997,Gambia,62.8,96.0,Africa
786,1998,Gambia,63.2,85.0,Africa
787,1999,Gambia,63.2,74.0,Africa
788,2000,Gambia,63.3,80.0,Africa
789,2001,Gambia,63.6,87.0,Africa
790,2002,Gambia,63.5,87.0,Africa
791,2003,Gambia,64.0,87.0,Africa
792,2004,Gambia,64.3,87.0,Africa
793,2005,Gambia,64.3,95.0,Africa
794,2006,Gambia,64.5,95.0,Africa
795,2007,Gambia,64.5,95.0,Africa
796,2008,Gambia,64.9,96.0,Africa
797,2009,Gambia,65.1,98.0,Africa
798,2010,Gambia,65.5,97.0,Africa
799,2011,Gambia,66.0,96.0,Africa
800,1980,Ghana,57.6,7.0,Africa
801,1981,Ghana,57.7,22.0,Africa
802,1982,Ghana,57.5,23.0,Africa
803,1983,Ghana,57.6,23.0,Africa
804,1984,Ghana,57.7,19.0,Africa
805,1985,Ghana,57.9,22.0,Africa
806,1986,Ghana,58.1,35.0,Africa
807,1987,Ghana,58.3,42.0,Africa
808,1988,Ghana,58.5,47.0,Africa
809,1989,Ghana,58.7,51.0,Africa
810,1990,Ghana,58.8,58.0,Africa
811,1991,Ghana,58.9,60.0,Africa
812,1992,Ghana,59.0,62.0,Africa
813,1993,Ghana,59.5,66.0,Africa
814,1994,Ghana,59.3,70.0,Africa
815,1995,Ghana,59.5,70.0,Africa
816,1996,Ghana,59.5,71.0,Africa
817,1997,Ghana,59.1,71.0,Africa
818,1998,Ghana,59.4,76.0,Africa
819,1999,Ghana,59.3,79.0,Africa
820,2000,Ghana,59.3,88.0,Africa
821,2001,Ghana,59.2,79.0,Africa
822,2002,Ghana,59.3,78.0,Africa
823,2003,Ghana,59.5,80.0,Africa
824,2004,Ghana,59.9,80.0,Africa
825,2005,Ghana,60.1,84.0,Africa
826,2006,Ghana,60.5,84.0,Africa
827,2007,Ghana,60.8,94.0,Africa
828,2008,Ghana,61.3,93.0,Africa
829,2009,Ghana,61.7,94.0,Africa
830,2010,Ghana,62.2,94.0,Africa
831,2011,Ghana,62.9,91.0,Africa
832,1980,Greece,77.1,72.0,Europe
833,1981,Greece,77.3,95.0,Europe
834,1982,Greece,77.3,83.0,Europe
835,1983,Greece,77.1,72.0,Europe
836,1984,Greece,76.5,60.0,Europe
837,1985,Greece,76.2,54.0,Europe
838,1986,Greece,76.3,80.0,Europe
839,1987,Greece,76.5,82.0,Europe
840,1988,Greece,76.7,83.0,Europe
841,1989,Greece,76.9,54.0,Europe
842,1990,Greece,77.0,54.0,Europe
843,1991,Greece,77.1,85.0,Europe
844,1992,Greece,77.3,89.0,Europe
845,1993,Greece,77.5,89.0,Europe
846,1994,Greece,77.7,90.0,Europe
847,1995,Greece,77.8,90.0,Europe
848,1996,Greece,78.0,90.0,Europe
849,1997,Greece,78.1,90.0,Europe
850,1998,Greece,78.3,89.0,Europe
851,1999,Greece,78.4,88.0,Europe
852,2000,Greece,78.6,89.0,Europe
853,2001,Greece,78.9,91.0,Europe
854,2002,Greece,79.1,92.0,Europe
855,2003,Greece,79.3,94.0,Europe
856,2004,Greece,79.5,95.0,Europe
857,2005,Greece,79.6,96.0,Europe
858,2006,Greece,79.9,98.0,Europe
859,2007,Greece,80.0,99.0,Europe
860,2008,Greece,80.2,99.0,Europe
861,2009,Greece,80.3,99.0,Europe
862,2010,Greece,80.4,99.0,Europe
863,2011,Greece,80.5,99.0,Europe
864,1980,Guatemala,58.9,43.0,Americas
865,1981,Guatemala,58.5,42.0,Americas
866,1982,Guatemala,57.8,45.0,Americas
867,1983,Guatemala,60.6,44.0,Americas
868,1984,Guatemala,61.4,48.0,Americas
869,1985,Guatemala,62.0,21.0,Americas
870,1986,Guatemala,62.9,37.0,Americas
871,1987,Guatemala,63.6,16.0,Americas
872,1988,Guatemala,64.4,47.0,Americas
873,1989,Guatemala,64.7,50.0,Americas
874,1990,Guatemala,64.6,66.0,Americas
875,1991,Guatemala,64.7,63.0,Americas
876,1992,Guatemala,65.0,66.0,Americas
877,1993,Guatemala,65.5,75.0,Americas
878,1994,Guatemala,66.0,71.0,Americas
879,1995,Guatemala,66.6,77.0,Americas
880,1996,Guatemala,67.2,66.0,Americas
881,1997,Guatemala,67.6,73.0,Americas
882,1998,Guatemala,67.8,78.0,Americas
883,1999,Guatemala,68.3,77.0,Americas
884,2000,Guatemala,68.6,81.0,Americas
885,2001,Guatemala,68.9,77.0,Americas
886,2002,Guatemala,69.3,82.0,Americas
887,2003,Guatemala,69.5,84.0,Americas
888,2004,Guatemala,69.7,87.0,Americas
889,2005,Guatemala,69.8,87.0,Americas
890,2006,Guatemala,70.2,89.0,Americas
891,2007,Guatemala,70.5,85.0,Americas
892,2008,Guatemala,70.8,95.0,Americas
893,2009,Guatemala,71.0,92.0,Americas
894,2010,Guatemala,71.3,94.0,Americas
895,2011,Guatemala,71.5,85.0,Americas
896,1980,Haiti,50.4,3.0,Americas
897,1981,Haiti,51.0,14.0,Americas
898,1982,Haiti,51.4,13.0,Americas
899,1983,Haiti,51.8,9.0,Americas
900,1984,Haiti,52.1,14.0,Americas
901,1985,Haiti,52.5,19.0,Americas
902,1986,Haiti,52.8,24.0,Americas
903,1987,Haiti,53.3,28.0,Americas
904,1988,Haiti,53.7,48.0,Americas
905,1989,Haiti,53.8,50.0,Americas
906,1990,Haiti,54.1,41.0,Americas
907,1991,Haiti,54.2,36.0,Americas
908,1992,Haiti,54.5,38.0,Americas
909,1993,Haiti,54.2,39.0,Americas
910,1994,Haiti,54.6,41.0,Americas
911,1995,Haiti,55.1,42.0,Americas
912,1996,Haiti,55.5,42.0,Americas
913,1997,Haiti,55.7,42.0,Americas
914,1998,Haiti,56.0,45.0,Americas
915,1999,Haiti,56.4,47.0,Americas
916,2000,Haiti,56.8,49.0,Americas
917,2001,Haiti,57.1,51.0,Americas
918,2002,Haiti,57.5,53.0,Americas
919,2003,Haiti,57.6,55.0,Americas
920,2004,Haiti,56.6,57.0,Americas
921,2005,Haiti,58.0,59.0,Americas
922,2006,Haiti,58.4,59.0,Americas
923,2007,Haiti,58.9,59.0,Americas
924,2008,Haiti,59.3,59.0,Americas
925,2009,Haiti,60.0,59.0,Americas
926,2010,Haiti,32.1,59.0,Americas
927,2011,Haiti,60.5,59.0,Americas
928,1980,Honduras,64.1,28.0,Americas
929,1981,Honduras,64.4,34.0,Americas
930,1982,Honduras,64.5,46.0,Americas
931,1983,Honduras,64.9,52.0,Americas
932,1984,Honduras,65.2,41.0,Americas
933,1985,Honduras,65.5,58.0,Americas
934,1986,Honduras,65.8,62.0,Americas
935,1987,Honduras,66.3,58.0,Americas
936,1988,Honduras,66.6,74.0,Americas
937,1989,Honduras,66.9,85.0,Americas
938,1990,Honduras,67.3,84.0,Americas
939,1991,Honduras,67.6,94.0,Americas
940,1992,Honduras,67.8,93.0,Americas
941,1993,Honduras,67.9,94.0,Americas
942,1994,Honduras,68.3,94.0,Americas
943,1995,Honduras,68.5,94.0,Americas
944,1996,Honduras,68.8,94.0,Americas
945,1997,Honduras,69.0,95.0,Americas
946,1998,Honduras,63.0,97.0,Americas
947,1999,Honduras,69.4,95.0,Americas
948,2000,Honduras,69.6,94.0,Americas
949,2001,Honduras,69.7,96.0,Americas
950,2002,Honduras,69.9,95.0,Americas
951,2003,Honduras,70.0,92.0,Americas
952,2004,Honduras,70.3,94.0,Americas
953,2005,Honduras,70.6,98.0,Americas
954,2006,Honduras,70.8,95.0,Americas
955,2007,Honduras,71.1,94.0,Americas
956,2008,Honduras,71.3,93.0,Americas
957,2009,Honduras,71.5,98.0,Americas
958,2010,Honduras,71.6,98.0,Americas
959,2011,Honduras,71.8,98.0,Americas
960,1980,Hungary,69.3,99.0,Europe
961,1981,Hungary,69.3,99.0,Europe
962,1982,Hungary,69.2,99.0,Europe
963,1983,Hungary,69.1,99.0,Europe
964,1984,Hungary,69.1,99.0,Europe
965,1985,Hungary,69.1,99.0,Europe
966,1986,Hungary,69.3,99.0,Europe
967,1987,Hungary,69.5,99.0,Europe
968,1988,Hungary,69.7,99.0,Europe
969,1989,Hungary,69.7,99.0,Europe
970,1990,Hungary,69.6,99.0,Europe
971,1991,Hungary,69.4,99.0,Europe
972,1992,Hungary,69.4,99.0,Europe
973,1993,Hungary,69.5,99.0,Europe
974,1994,Hungary,69.8,99.0,Europe
975,1995,Hungary,70.2,99.0,Europe
976,1996,Hungary,70.5,99.0,Europe
977,1997,Hungary,70.8,99.0,Europe
978,1998,Hungary,71.1,99.0,Europe
979,1999,Hungary,71.5,99.0,Europe
980,2000,Hungary,71.8,99.0,Europe
981,2001,Hungary,72.2,99.0,Europe
982,2002,Hungary,72.5,99.0,Europe
983,2003,Hungary,72.7,99.0,Europe
984,2004,Hungary,72.9,99.0,Europe
985,2005,Hungary,73.1,99.0,Europe
986,2006,Hungary,73.3,99.0,Europe
987,2007,Hungary,73.6,99.0,Europe
988,2008,Hungary,73.9,99.0,Europe
989,2009,Hungary,74.2,99.0,Europe
990,2010,Hungary,74.5,99.0,Europe
991,2011,Hungary,74.9,99.0,Europe
992,1980,Iceland,76.7,99.0,Europe
993,1981,Iceland,76.9,99.0,Europe
994,1982,Iceland,77.0,98.0,Europe
995,1983,Iceland,77.0,94.0,Europe
996,1984,Iceland,77.3,99.0,Europe
997,1985,Iceland,77.4,99.0,Europe
998,1986,Iceland,77.4,99.0,Europe
999,1987,Iceland,77.5,99.0,Europe
1000,1988,Iceland,77.7,99.0,Europe
1001,1989,Iceland,77.9,99.0,Europe
1002,1990,Iceland,78.0,99.0,Europe
1003,1991,Iceland,78.2,99.0,Europe
1004,1992,Iceland,78.5,99.0,Europe
1005,1993,Iceland,78.6,99.0,Europe
1006,1994,Iceland,78.7,99.0,Europe
1007,1995,Iceland,78.5,99.0,Europe
1008,1996,Iceland,79.0,99.0,Europe
1009,1997,Iceland,79.2,99.0,Europe
1010,1998,Iceland,79.4,99.0,Europe
1011,1999,Iceland,79.6,98.0,Europe
1012,2000,Iceland,79.9,98.0,Europe
1013,2001,Iceland,80.2,92.0,Europe
1014,2002,Iceland,80.5,95.0,Europe
1015,2003,Iceland,80.7,97.0,Europe
1016,2004,Iceland,81.0,99.0,Europe
1017,2005,Iceland,81.2,95.0,Europe
1018,2006,Iceland,81.3,97.0,Europe
1019,2007,Iceland,81.6,97.0,Europe
1020,2008,Iceland,81.8,98.0,Europe
1021,2009,Iceland,81.9,96.0,Europe
1022,2010,Iceland,82.0,96.0,Europe
1023,2011,Iceland,82.1,96.0,Europe
1024,1980,India,54.4,6.0,Asia
1025,1981,India,55.0,6.0,Asia
1026,1982,India,55.5,12.0,Asia
1027,1983,India,56.0,14.0,Asia
1028,1984,India,56.4,16.0,Asia
1029,1985,India,56.8,18.0,Asia
1030,1986,India,57.3,20.0,Asia
1031,1987,India,57.7,30.0,Asia
1032,1988,India,58.1,40.0,Asia
1033,1989,India,58.6,50.0,Asia
1034,1990,India,59.0,70.0,Asia
1035,1991,India,59.4,57.0,Asia
1036,1992,India,59.7,56.0,Asia
1037,1993,India,60.0,61.0,Asia
1038,1994,India,60.4,67.0,Asia
1039,1995,India,60.8,71.0,Asia
1040,1996,India,61.1,66.0,Asia
1041,1997,India,61.3,62.0,Asia
1042,1998,India,61.6,66.0,Asia
1043,1999,India,62.0,64.0,Asia
1044,2000,India,62.3,62.0,Asia
1045,2001,India,62.7,60.0,Asia
1046,2002,India,63.1,58.0,Asia
1047,2003,India,63.5,61.0,Asia
1048,2004,India,63.8,64.0,Asia
1049,2005,India,64.2,67.0,Asia
1050,2006,India,64.6,66.0,Asia
1051,2007,India,65.0,71.0,Asia
1052,2008,India,65.4,72.0,Asia
1053,2009,India,65.8,72.0,Asia
1054,2010,India,66.2,72.0,Asia
1055,2011,India,66.6,72.0,Asia
1056,1980,Iran,66.5,32.0,Asia
1057,1981,Iran,64.9,29.0,Asia
1058,1982,Iran,65.5,41.0,Asia
1059,1983,Iran,66.2,33.0,Asia
1060,1984,Iran,67.7,33.0,Asia
1061,1985,Iran,68.3,51.0,Asia
1062,1986,Iran,68.1,57.0,Asia
1063,1987,Iran,68.2,57.0,Asia
1064,1988,Iran,68.1,88.0,Asia
1065,1989,Iran,70.0,82.0,Asia
1066,1990,Iran,68.2,91.0,Asia
1067,1991,Iran,70.3,88.0,Asia
1068,1992,Iran,70.6,97.0,Asia
1069,1993,Iran,70.7,99.0,Asia
1070,1994,Iran,70.8,95.0,Asia
1071,1995,Iran,70.9,98.0,Asia
1072,1996,Iran,71.0,99.0,Asia
1073,1997,Iran,71.1,99.0,Asia
1074,1998,Iran,71.3,99.0,Asia
1075,1999,Iran,71.6,99.0,Asia
1076,2000,Iran,71.6,99.0,Asia
1077,2001,Iran,71.6,96.0,Asia
1078,2002,Iran,71.7,99.0,Asia
1079,2003,Iran,70.3,99.0,Asia
1080,2004,Iran,72.1,99.0,Asia
1081,2005,Iran,72.5,95.0,Asia
1082,2006,Iran,73.0,98.0,Asia
1083,2007,Iran,73.4,99.0,Asia
1084,2008,Iran,73.8,99.0,Asia
1085,2009,Iran,74.1,99.0,Asia
1086,2010,Iran,74.5,99.0,Asia
1087,2011,Iran,74.8,99.0,Asia
1088,1980,Iraq,61.2,14.0,Asia
1089,1981,Iraq,57.0,13.0,Asia
1090,1982,Iraq,57.4,18.0,Asia
1091,1983,Iraq,57.7,16.0,Asia
1092,1984,Iraq,60.1,67.0,Asia
1093,1985,Iraq,60.2,86.0,Asia
1094,1986,Iraq,60.4,91.0,Asia
1095,1987,Iraq,60.7,94.0,Asia
1096,1988,Iraq,49.8,87.0,Asia
1097,1989,Iraq,66.0,87.0,Asia
1098,1990,Iraq,66.2,83.0,Asia
1099,1991,Iraq,62.8,78.0,Asia
1100,1992,Iraq,65.6,74.0,Asia
1101,1993,Iraq,65.6,70.0,Asia
1102,1994,Iraq,65.5,72.0,Asia
1103,1995,Iraq,65.3,74.0,Asia
1104,1996,Iraq,65.3,76.0,Asia
1105,1997,Iraq,65.0,78.0,Asia
1106,1998,Iraq,65.7,76.0,Asia
1107,1999,Iraq,66.0,81.0,Asia
1108,2000,Iraq,66.0,78.0,Asia
1109,2001,Iraq,66.6,76.0,Asia
1110,2002,Iraq,66.4,73.0,Asia
1111,2003,Iraq,65.0,70.0,Asia
1112,2004,Iraq,65.3,68.0,Asia
1113,2005,Iraq,64.8,65.0,Asia
1114,2006,Iraq,63.9,58.0,Asia
1115,2007,Iraq,64.3,54.0,Asia
1116,2008,Iraq,66.2,65.0,Asia
1117,2009,Iraq,66.9,73.0,Asia
1118,2010,Iraq,67.2,72.0,Asia
1119,2011,Iraq,67.6,77.0,Asia
1120,1980,Ireland,72.7,34.0,Europe
1121,1981,Ireland,73.0,36.0,Europe
1122,1982,Ireland,73.2,43.0,Europe
1123,1983,Ireland,73.3,42.0,Europe
1124,1984,Ireland,73.6,45.0,Europe
1125,1985,Ireland,73.8,45.0,Europe
1126,1986,Ireland,74.1,44.0,Europe
1127,1987,Ireland,74.4,44.0,Europe
1128,1988,Ireland,74.5,43.0,Europe
1129,1989,Ireland,74.7,65.0,Europe
1130,1990,Ireland,74.9,65.0,Europe
1131,1991,Ireland,75.2,67.0,Europe
1132,1992,Ireland,75.3,68.0,Europe
1133,1993,Ireland,75.5,70.0,Europe
1134,1994,Ireland,75.7,71.0,Europe
1135,1995,Ireland,75.8,73.0,Europe
1136,1996,Ireland,76.0,74.0,Europe
1137,1997,Ireland,76.1,76.0,Europe
1138,1998,Ireland,76.2,84.0,Europe
1139,1999,Ireland,76.4,86.0,Europe
1140,2000,Ireland,76.7,86.0,Europe
1141,2001,Ireland,77.1,84.0,Europe
1142,2002,Ireland,77.7,83.0,Europe
1143,2003,Ireland,78.1,86.0,Europe
1144,2004,Ireland,78.5,89.0,Europe
1145,2005,Ireland,78.9,90.0,Europe
1146,2006,Ireland,79.3,91.0,Europe
1147,2007,Ireland,79.6,92.0,Europe
1148,2008,Ireland,79.8,93.0,Europe
1149,2009,Ireland,79.9,94.0,Europe
1150,2010,Ireland,80.4,94.0,Europe
1151,2011,Ireland,80.5,95.0,Europe
1152,1980,Israel,73.6,84.0,Asia
1153,1981,Israel,73.8,91.0,Asia
1154,1982,Israel,74.0,92.0,Asia
1155,1983,Israel,74.0,89.0,Asia
1156,1984,Israel,74.3,87.0,Asia
1157,1985,Israel,74.5,85.0,Asia
1158,1986,Israel,74.6,92.0,Asia
1159,1987,Israel,74.9,92.0,Asia
1160,1988,Israel,75.2,92.0,Asia
1161,1989,Israel,75.6,92.0,Asia
1162,1990,Israel,75.8,93.0,Asia
1163,1991,Israel,75.9,94.0,Asia
1164,1992,Israel,76.0,95.0,Asia
1165,1993,Israel,76.3,96.0,Asia
1166,1994,Israel,76.6,95.0,Asia
1167,1995,Israel,77.0,96.0,Asia
1168,1996,Israel,77.3,94.0,Asia
1169,1997,Israel,77.6,95.0,Asia
1170,1998,Israel,77.9,96.0,Asia
1171,1999,Israel,78.2,96.0,Asia
1172,2000,Israel,78.5,96.0,Asia
1173,2001,Israel,78.6,95.0,Asia
1174,2002,Israel,78.5,97.0,Asia
1175,2003,Israel,79.0,95.0,Asia
1176,2004,Israel,79.3,96.0,Asia
1177,2005,Israel,79.7,93.0,Asia
1178,2006,Israel,79.8,96.0,Asia
1179,2007,Israel,80.2,96.0,Asia
1180,2008,Israel,80.5,96.0,Asia
1181,2009,Israel,80.9,95.0,Asia
1182,2010,Israel,81.4,95.0,Asia
1183,2011,Israel,81.6,94.0,Asia
1184,1980,Jamaica,71.6,24.0,Americas
1185,1981,Jamaica,72.0,39.0,Americas
1186,1982,Jamaica,72.2,34.0,Americas
1187,1983,Jamaica,72.3,51.0,Americas
1188,1984,Jamaica,72.5,58.0,Americas
1189,1985,Jamaica,72.7,60.0,Americas
1190,1986,Jamaica,72.9,74.0,Americas
1191,1987,Jamaica,73.4,81.0,Americas
1192,1988,Jamaica,73.8,82.0,Americas
1193,1989,Jamaica,74.1,85.0,Americas
1194,1990,Jamaica,74.4,86.0,Americas
1195,1991,Jamaica,74.5,85.0,Americas
1196,1992,Jamaica,74.5,84.0,Americas
1197,1993,Jamaica,74.4,91.0,Americas
1198,1994,Jamaica,74.3,93.0,Americas
1199,1995,Jamaica,74.2,90.0,Americas
1200,1996,Jamaica,74.1,92.0,Americas
1201,1997,Jamaica,73.9,90.0,Americas
1202,1998,Jamaica,73.9,86.0,Americas
1203,1999,Jamaica,73.9,89.0,Americas
1204,2000,Jamaica,73.8,93.0,Americas
1205,2001,Jamaica,73.6,99.0,Americas
1206,2002,Jamaica,73.9,98.0,Americas
1207,2003,Jamaica,74.1,95.0,Americas
1208,2004,Jamaica,74.3,97.0,Americas
1209,2005,Jamaica,74.7,99.0,Americas
1210,2006,Jamaica,74.8,99.0,Americas
1211,2007,Jamaica,74.7,99.0,Americas
1212,2008,Jamaica,74.7,99.0,Americas
1213,2009,Jamaica,74.6,99.0,Americas
1214,2010,Jamaica,74.7,99.0,Americas
1215,2011,Jamaica,74.8,99.0,Americas
1216,1980,Japan,76.2,60.0,Asia
1217,1981,Japan,76.5,75.0,Asia
1218,1982,Japan,76.8,81.0,Asia
1219,1983,Japan,77.1,80.0,Asia
1220,1984,Japan,77.4,82.0,Asia
1221,1985,Japan,77.7,83.0,Asia
1222,1986,Japan,78.0,84.0,Asia
1223,1987,Japan,78.3,85.0,Asia
1224,1988,Japan,78.5,86.0,Asia
1225,1989,Japan,78.7,87.0,Asia
1226,1990,Japan,78.9,90.0,Asia
1227,1991,Japan,79.0,92.0,Asia
1228,1992,Japan,79.2,87.0,Asia
1229,1993,Japan,79.4,85.0,Asia
1230,1994,Japan,79.6,80.0,Asia
1231,1995,Japan,79.7,74.0,Asia
1232,1996,Japan,80.1,99.0,Asia
1233,1997,Japan,80.3,70.0,Asia
1234,1998,Japan,80.5,75.0,Asia
1235,1999,Japan,80.6,80.0,Asia
1236,2000,Japan,81.0,85.0,Asia
1237,2001,Japan,81.2,95.0,Asia
1238,2002,Japan,81.5,96.0,Asia
1239,2003,Japan,81.7,97.0,Asia
1240,2004,Japan,81.8,99.0,Asia
1241,2005,Japan,82.0,98.0,Asia
1242,2006,Japan,82.2,98.0,Asia
1243,2007,Japan,82.3,98.0,Asia
1244,2008,Japan,82.5,98.0,Asia
1245,2009,Japan,82.7,98.0,Asia
1246,2010,Japan,82.8,98.0,Asia
